bloco_id,USER_FINISHED,DATE_FINISHED,itens,n_items,total_done,duracao_bloco,delta_tempo
10108563SOUSAB_2026-03-25_G45,10108563SOUSAB,2026-03-25,117821,1,2,0,543.0
10108563SOUSAB_2026-03-25_G46,10108563SOUSAB,2026-03-25,117820,1,5,0,234.0
10108563SOUSAB_2026-03-25_G47,10108563SOUSAB,2026-03-25,117820,1,4,0,63.0
10108563SOUSAB_2026-03-25_G48,10108563SOUSAB,2026-03-25,110373,1,5,0,74.0
10108563SOUSAB_2026-03-26_G02,10108563SOUSAB,2026-03-26,141457,1,20,0,328.0
10108563SOUSAB_2026-03-26_G03,10108563SOUSAB,2026-03-26,141456,1,32,0,400.0
10108563SOUSAB_2026-03-26_G04,10108563SOUSAB,2026-03-26,111463,1,30,0,1157.0
10108563SOUSAB_2026-03-26_G05,10108563SOUSAB,2026-03-26,107236,1,12,0,1680.0
10108563SOUSAB_2026-03-26_G06,10108563SOUSAB,2026-03-26,110740,1,12,0,192.0
10108563SOUSAB_2026-03-26_G07,10108563SOUSAB,2026-03-26,111469,1,16,0,347.0
10108563SOUSAB_2026-03-26_G08,10108563SOUSAB,2026-03-26,111466,1,96,0,633.0
10108563SOUSAB_2026-03-26_G09,10108563SOUSAB,2026-03-26,111418,1,28,0,614.0
10108563SOUSAB_2026-03-26_G10,10108563SOUSAB,2026-03-26,111418,1,400,0,1760.0
10108563SOUSAB_2026-03-26_G11,10108563SOUSAB,2026-03-26,107236,1,316,0,787.0
10108563SOUSAB_2026-03-26_G12,10108563SOUSAB,2026-03-26,111530,1,50,0,2349.0
10108563SOUSAB_2026-03-26_G13,10108563SOUSAB,2026-03-26,117853,1,13,0,233.0
10108563SOUSAB_2026-03-26_G14,10108563SOUSAB,2026-03-26,111876,1,5,0,171.0
10108563SOUSAB_2026-03-26_G15,10108563SOUSAB,2026-03-26,111602,1,48,0,798.0
10108563SOUSAB_2026-03-26_G16,10108563SOUSAB,2026-03-26,109640,1,15,0,337.0
10108563SOUSAB_2026-03-26_G17,10108563SOUSAB,2026-03-26,140923,1,50,0,674.0
10108563SOUSAB_2026-03-26_G18,10108563SOUSAB,2026-03-26,111602,1,32,0,677.0
10108563SOUSAB_2026-03-26_G19,10108563SOUSAB,2026-03-26,111876,1,22,0,301.0
10108563SOUSAB_2026-03-26_G20,10108563SOUSAB,2026-03-26,110374,1,80,0,936.0
10108563SOUSAB_2026-03-26_G21,10108563SOUSAB,2026-03-26,109648,1,2,0,321.0
10108563SOUSAB_2026-03-26_G22,10108563SOUSAB,2026-03-26,109643,1,40,0,1019.0
10108563SOUSAB_2026-03-26_G24,10108563SOUSAB,2026-03-26,141202,1,40,0,1162.0
10108563SOUSAB_2026-03-26_G25,10108563SOUSAB,2026-03-26,105705,1,10,0,266.0
10108563SOUSAB_2026-03-26_G26,10108563SOUSAB,2026-03-26,110743,1,9,0,566.0
10108563SOUSAB_2026-03-26_G27,10108563SOUSAB,2026-03-26,109641,1,70,0,440.0
10108563SOUSAB_2026-03-26_G28,10108563SOUSAB,2026-03-26,110787,1,93,0,669.0
10108563SOUSAB_2026-03-26_G29,10108563SOUSAB,2026-03-26,141456,1,40,0,752.0
10108563SOUSAB_2026-03-26_G30,10108563SOUSAB,2026-03-26,141823,1,50,0,638.0
10108563SOUSAB_2026-03-26_G31,10108563SOUSAB,2026-03-26,111463,1,40,0,668.0
10108563SOUSAB_2026-03-26_G32,10108563SOUSAB,2026-03-26,141047,1,8,0,926.0
10108563SOUSAB_2026-03-26_G33,10108563SOUSAB,2026-03-26,117861,1,33,0,300.0
10108563SOUSAB_2026-03-27_G02,10108563SOUSAB,2026-03-27,115234,1,2,0,205.0
10108563SOUSAB_2026-03-27_G03,10108563SOUSAB,2026-03-27,115234,1,2,0,31.0
10108563SOUSAB_2026-03-27_G04,10108563SOUSAB,2026-03-27,110311,1,2,0,183.0
10108563SOUSAB_2026-03-27_G05,10108563SOUSAB,2026-03-27,111615,1,2,0,163.0
10108563SOUSAB_2026-03-27_G06,10108563SOUSAB,2026-03-27,117789,1,4,0,138.0
10108563SOUSAB_2026-03-27_G07,10108563SOUSAB,2026-03-27,117789,1,5,0,168.0
10108563SOUSAB_2026-03-27_G08,10108563SOUSAB,2026-03-27,111430,2,4,11,95.0
10108563SOUSAB_2026-03-27_G09,10108563SOUSAB,2026-03-27,118299,1,108,0,596.0
10108563SOUSAB_2026-03-27_G10,10108563SOUSAB,2026-03-27,110325,1,8,0,1151.0
10108563SOUSAB_2026-03-27_G11,10108563SOUSAB,2026-03-27,109643,1,9,0,962.0
10108563SOUSAB_2026-03-27_G12,10108563SOUSAB,2026-03-27,110753,2,21,11,1462.0
10108563SOUSAB_2026-03-27_G13,10108563SOUSAB,2026-03-27,111439,1,6,0,322.0
10108563SOUSAB_2026-03-27_G14,10108563SOUSAB,2026-03-27,111879,1,4,0,264.0
10108563SOUSAB_2026-03-27_G15,10108563SOUSAB,2026-03-27,111530,3,120,32,436.0
10108563SOUSAB_2026-03-27_G16,10108563SOUSAB,2026-03-27,110733,2,81,20,628.0
10108563SOUSAB_2026-03-27_G17,10108563SOUSAB,2026-03-27,111602,1,65,0,172.0
10108563SOUSAB_2026-03-27_G18,10108563SOUSAB,2026-03-27,140923,1,25,0,701.0
10108563SOUSAB_2026-03-27_G19,10108563SOUSAB,2026-03-27,117862,1,21,0,332.0
10108563SOUSAB_2026-03-27_G20,10108563SOUSAB,2026-03-27,109648,1,25,0,317.0
10108563SOUSAB_2026-03-27_G21,10108563SOUSAB,2026-03-27,110325,1,6,0,575.0
10108563SOUSAB_2026-03-27_G22,10108563SOUSAB,2026-03-27,110372,1,165,0,365.0
10108563SOUSAB_2026-03-27_G23,10108563SOUSAB,2026-03-27,109643,1,74,0,333.0
10108563SOUSAB_2026-03-27_G24,10108563SOUSAB,2026-03-27,110325,1,8,0,2700.0
10108563SOUSAB_2026-03-27_G25,10108563SOUSAB,2026-03-27,117835,1,2,0,470.0
10108563SOUSAB_2026-03-27_G26,10108563SOUSAB,2026-03-27,110373,1,4,0,231.0
10108563SOUSAB_2026-03-27_G27,10108563SOUSAB,2026-03-27,110325,1,7,0,63.0
10108563SOUSAB_2026-03-27_G28,10108563SOUSAB,2026-03-27,110372,1,6,0,270.0
10108563SOUSAB_2026-03-27_G29,10108563SOUSAB,2026-03-27,117808,1,4,0,381.0
10108563SOUSAB_2026-03-27_G30,10108563SOUSAB,2026-03-27,109643,1,2,0,158.0
10108563SOUSAB_2026-03-27_G31,10108563SOUSAB,2026-03-27,117832,1,3,0,86.0
10108563SOUSAB_2026-03-27_G32,10108563SOUSAB,2026-03-27,111462,1,7,0,176.0
10108563SOUSAB_2026-03-27_G33,10108563SOUSAB,2026-03-27,108795,1,2,0,112.0
10108563SOUSAB_2026-03-27_G34,10108563SOUSAB,2026-03-27,111743,1,4,0,84.0
10108563SOUSAB_2026-03-27_G35,10108563SOUSAB,2026-03-27,111463,1,5,0,137.0
10108563SOUSAB_2026-03-27_G36,10108563SOUSAB,2026-03-27,111418,1,10,0,325.0
10108563SOUSAB_2026-03-27_G37,10108563SOUSAB,2026-03-27,117787,1,2,0,107.0
10108563SOUSAB_2026-03-27_G38,10108563SOUSAB,2026-03-27,140923,1,4,0,137.0
10108563SOUSAB_2026-03-27_G39,10108563SOUSAB,2026-03-27,141047,1,2,0,95.0
10108563SOUSAB_2026-03-27_G41,10108563SOUSAB,2026-03-27,141457,1,4,0,64.0
10108563SOUSAB_2026-03-27_G42,10108563SOUSAB,2026-03-27,110787,1,4,0,199.0
10108563SOUSAB_2026-03-27_G43,10108563SOUSAB,2026-03-27,110787,1,59,0,268.0
10108563SOUSAB_2026-03-27_G44,10108563SOUSAB,2026-03-27,110787,1,1,0,1620.0
10108563SOUSAB_2026-03-27_G45,10108563SOUSAB,2026-03-27,140922,1,2,0,124.0
10108563SOUSAB_2026-03-27_G46,10108563SOUSAB,2026-03-27,110755,1,2,0,120.0
10108563SOUSAB_2026-03-27_G47,10108563SOUSAB,2026-03-27,140923,1,4,0,136.0
10108563SOUSAB_2026-03-27_G48,10108563SOUSAB,2026-03-27,110748,1,2,0,436.0
10108563SOUSAB_2026-03-27_G49,10108563SOUSAB,2026-03-27,111850,1,8,0,288.0
10108563SOUSAB_2026-03-27_G50,10108563SOUSAB,2026-03-27,110787,1,10,0,373.0
10108563SOUSAB_2026-03-27_G51,10108563SOUSAB,2026-03-27,110787,1,8,0,102.0
10108563SOUSAB_2026-03-27_G52,10108563SOUSAB,2026-03-27,110787,2,8,11,38.0
10108563SOUSAB_2026-03-27_G53,10108563SOUSAB,2026-03-27,141823,1,2,0,374.0
10108563SOUSAB_2026-03-27_G54,10108563SOUSAB,2026-03-27,117788,1,4,0,192.0
10108563SOUSAB_2026-03-27_G55,10108563SOUSAB,2026-03-27,117831,1,4,0,147.0
10108563SOUSAB_2026-03-27_G56,10108563SOUSAB,2026-03-27,110374,1,4,0,412.0
10108563SOUSAB_2026-03-27_G57,10108563SOUSAB,2026-03-27,117809,1,8,0,334.0
10108563SOUSAB_2026-03-27_G58,10108563SOUSAB,2026-03-27,110373,1,8,0,57.0
10108563SOUSAB_2026-03-27_G59,10108563SOUSAB,2026-03-27,110372,1,8,0,194.0
10108563SOUSAB_2026-03-27_G60,10108563SOUSAB,2026-03-27,118299,1,10,0,175.0
10108563SOUSAB_2026-03-27_G61,10108563SOUSAB,2026-03-27,110371,1,10,0,102.0
10108563SOUSAB_2026-03-27_G62,10108563SOUSAB,2026-03-27,117830,1,4,0,56.0
10108563SOUSAB_2026-03-27_G63,10108563SOUSAB,2026-03-27,117833,1,6,0,130.0
10108563SOUSAB_2026-03-30_G02,10108563SOUSAB,2026-03-30,118094,1,8,0,398.0
10108563SOUSAB_2026-03-30_G03,10108563SOUSAB,2026-03-30,141047,1,11,0,295.0
10108563SOUSAB_2026-03-30_G04,10108563SOUSAB,2026-03-30,111530,1,1,0,170.0
10108563SOUSAB_2026-03-30_G05,10108563SOUSAB,2026-03-30,111530,1,77,0,75.0
10108563SOUSAB_2026-03-30_G06,10108563SOUSAB,2026-03-30,111602,1,6,0,227.0
10108563SOUSAB_2026-03-30_G07,10108563SOUSAB,2026-03-30,111602,1,69,0,37.0
10108563SOUSAB_2026-03-30_G08,10108563SOUSAB,2026-03-30,110372,1,219,0,2186.0
10108563SOUSAB_2026-03-30_G09,10108563SOUSAB,2026-03-30,110375,1,52,0,340.0
10108563SOUSAB_2026-03-30_G10,10108563SOUSAB,2026-03-30,110325,1,10,0,322.0
10108563SOUSAB_2026-03-30_G11,10108563SOUSAB,2026-03-30,110375,1,3,0,219.0
10108563SOUSAB_2026-03-30_G12,10108563SOUSAB,2026-03-30,109640,1,3,0,1090.0
10108563SOUSAB_2026-03-30_G15,10108563SOUSAB,2026-03-30,111418,1,72,0,394.0
10108563SOUSAB_2026-03-30_G16,10108563SOUSAB,2026-03-30,140923,1,61,0,453.0
10108563SOUSAB_2026-03-30_G17,10108563SOUSAB,2026-03-30,117820,1,12,0,853.0
10108563SOUSAB_2026-03-30_G18,10108563SOUSAB,2026-03-30,141202,1,12,0,222.0
10108563SOUSAB_2026-03-30_G19,10108563SOUSAB,2026-03-30,117808,1,24,0,118.0
10108563SOUSAB_2026-03-30_G20,10108563SOUSAB,2026-03-30,109640,1,2,0,230.0
10108563SOUSAB_2026-03-30_G21,10108563SOUSAB,2026-03-30,111602,1,16,0,1059.0
10108563SOUSAB_2026-03-30_G22,10108563SOUSAB,2026-03-30,111443,1,4,0,191.0
10108563SOUSAB_2026-03-30_G23,10108563SOUSAB,2026-03-30,110373,1,8,0,451.0
10108563SOUSAB_2026-03-30_G24,10108563SOUSAB,2026-03-30,110372,1,4,0,152.0
10108563SOUSAB_2026-03-30_G25,10108563SOUSAB,2026-03-30,117808,1,4,0,132.0
10108563SOUSAB_2026-03-30_G26,10108563SOUSAB,2026-03-30,111435,1,4,0,260.0
10108563SOUSAB_2026-03-30_G27,10108563SOUSAB,2026-03-30,140922,1,4,0,175.0
10108563SOUSAB_2026-03-30_G28,10108563SOUSAB,2026-03-30,140923,1,3,0,146.0
10108563SOUSAB_2026-03-30_G29,10108563SOUSAB,2026-03-30,111530,1,1,0,111.0
10108563SOUSAB_2026-03-30_G31,10108563SOUSAB,2026-03-30,117832,1,11,0,663.0
10108563SOUSAB_2026-03-30_G32,10108563SOUSAB,2026-03-30,117822,1,4,0,71.0
10108563SOUSAB_2026-03-30_G33,10108563SOUSAB,2026-03-30,110374,1,20,0,335.0
10108563SOUSAB_2026-03-30_G34,10108563SOUSAB,2026-03-30,117841,1,6,0,113.0
10108563SOUSAB_2026-03-30_G35,10108563SOUSAB,2026-03-30,141456,1,18,0,132.0
10108563SOUSAB_2026-03-30_G36,10108563SOUSAB,2026-03-30,141457,1,4,0,267.0
10108563SOUSAB_2026-03-30_G37,10108563SOUSAB,2026-03-30,108794,1,6,0,79.0
10108563SOUSAB_2026-03-30_G38,10108563SOUSAB,2026-03-30,117786,1,4,0,248.0
10108563SOUSAB_2026-03-30_G39,10108563SOUSAB,2026-03-30,110711,2,12,11,248.0
10108563SOUSAB_2026-03-30_G41,10108563SOUSAB,2026-03-30,110711,1,1,0,249.0
10108563SOUSAB_2026-03-30_G42,10108563SOUSAB,2026-03-30,111602,1,4,0,140.0
10108563SOUSAB_2026-03-30_G43,10108563SOUSAB,2026-03-30,108794,1,6,0,155.0
10108563SOUSAB_2026-03-30_G44,10108563SOUSAB,2026-03-30,111602,1,1,0,218.0
10108563SOUSAB_2026-03-30_G45,10108563SOUSAB,2026-03-30,141916,1,2,0,165.0
10108563SOUSAB_2026-03-30_G46,10108563SOUSAB,2026-03-30,111438,1,3,0,159.0
10108563SOUSAB_2026-03-30_G47,10108563SOUSAB,2026-03-30,116527,1,4,0,265.0
10108563SOUSAB_2026-03-30_G48,10108563SOUSAB,2026-03-30,110742,1,2,0,165.0
10108563SOUSAB_2026-03-30_G49,10108563SOUSAB,2026-03-30,110755,1,2,0,792.0
10108563SOUSAB_2026-03-30_G50,10108563SOUSAB,2026-03-30,142045,1,7,0,223.0
10108563SOUSAB_2026-03-30_G51,10108563SOUSAB,2026-03-30,111430,1,2,0,265.0
10108563SOUSAB_2026-03-30_G52,10108563SOUSAB,2026-03-30,117786,1,2,0,189.0
10108563SOUSAB_2026-03-30_G53,10108563SOUSAB,2026-03-30,110752,1,4,0,97.0
10108563SOUSAB_2026-03-30_G54,10108563SOUSAB,2026-03-30,140923,1,6,0,263.0
10108563SOUSAB_2026-03-30_G55,10108563SOUSAB,2026-03-30,117856,1,4,0,139.0
10108563SOUSAB_2026-03-30_G56,10108563SOUSAB,2026-03-30,141047,1,2,0,133.0
10108563SOUSAB_2026-03-30_G57,10108563SOUSAB,2026-03-30,117862,1,8,0,520.0
10108563SOUSAB_2026-03-30_G58,10108563SOUSAB,2026-03-30,110313,1,5,0,194.0
10108563SOUSAB_2026-03-31_G02,10108563SOUSAB,2026-03-31,106179,1,1,0,288.0
10108563SOUSAB_2026-03-31_G03,10108563SOUSAB,2026-03-31,111354,1,4,0,167.0
10108563SOUSAB_2026-03-31_G04,10108563SOUSAB,2026-03-31,118286,1,4,0,471.0
10108563SOUSAB_2026-03-31_G05,10108563SOUSAB,2026-03-31,110310,1,5,0,306.0
10108563SOUSAB_2026-03-31_G06,10108563SOUSAB,2026-03-31,110841,1,5,0,167.0
10108563SOUSAB_2026-03-31_G07,10108563SOUSAB,2026-03-31,109471,1,4,0,170.0
10108563SOUSAB_2026-03-31_G08,10108563SOUSAB,2026-03-31,110682,1,4,0,102.0
10108563SOUSAB_2026-03-31_G09,10108563SOUSAB,2026-03-31,116527,1,4,0,175.0
10108563SOUSAB_2026-03-31_G10,10108563SOUSAB,2026-03-31,111779,1,4,0,127.0
10108563SOUSAB_2026-03-31_G11,10108563SOUSAB,2026-03-31,105359,1,5,0,385.0
10108563SOUSAB_2026-03-31_G12,10108563SOUSAB,2026-03-31,110533,1,8,0,92.0
10108563SOUSAB_2026-03-31_G13,10108563SOUSAB,2026-03-31,110582,1,4,0,202.0
10108563SOUSAB_2026-03-31_G14,10108563SOUSAB,2026-03-31,118229,1,7,0,258.0
10108563SOUSAB_2026-03-31_G15,10108563SOUSAB,2026-03-31,118299,1,542,0,2354.0
10108563SOUSAB_2026-03-31_G16,10108563SOUSAB,2026-03-31,117840,2,7,11,833.0
10108563SOUSAB_2026-03-31_G17,10108563SOUSAB,2026-03-31,110376,1,20,0,349.0
10108563SOUSAB_2026-03-31_G18,10108563SOUSAB,2026-03-31,109641,1,14,0,121.0
10108563SOUSAB_2026-03-31_G19,10108563SOUSAB,2026-03-31,111468,2,18,22,337.0
10108563SOUSAB_2026-03-31_G20,10108563SOUSAB,2026-03-31,110787,3,66,27,585.0
10108563SOUSAB_2026-03-31_G21,10108563SOUSAB,2026-03-31,141457,1,137,0,715.0
10108563SOUSAB_2026-03-31_G22,10108563SOUSAB,2026-03-31,109645,1,14,0,1800.0
10108563SOUSAB_2026-03-31_G23,10108563SOUSAB,2026-03-31,110895,1,8,0,952.0
10108563SOUSAB_2026-03-31_G24,10108563SOUSAB,2026-03-31,110895,1,4,0,35.0
10108563SOUSAB_2026-03-31_G25,10108563SOUSAB,2026-03-31,108770,2,2,14,389.0
10108563SOUSAB_2026-03-31_G26,10108563SOUSAB,2026-03-31,116527,2,4,11,165.0
10108563SOUSAB_2026-03-31_G27,10108563SOUSAB,2026-03-31,105359,2,2,8,128.0
10108563SOUSAB_2026-03-31_G28,10108563SOUSAB,2026-03-31,110755,2,3,8,169.0
10108563SOUSAB_2026-03-31_G29,10108563SOUSAB,2026-03-31,100334,1,3,0,92.0
10108563SOUSAB_2026-03-31_G30,10108563SOUSAB,2026-03-31,111438,1,4,0,990.0
10108563SOUSAB_2026-03-31_G32,10108563SOUSAB,2026-03-31,141318,1,30,0,203.0
10108563SOUSAB_2026-03-31_G33,10108563SOUSAB,2026-03-31,142045,1,25,0,431.0
10108563SOUSAB_2026-03-31_G34,10108563SOUSAB,2026-03-31,110580,1,2,0,134.0
10108563SOUSAB_2026-03-31_G35,10108563SOUSAB,2026-03-31,111443,1,12,0,902.0
10108563SOUSAB_2026-03-31_G36,10108563SOUSAB,2026-03-31,141458,1,20,0,703.0
10108563SOUSAB_2026-03-31_G37,10108563SOUSAB,2026-03-31,111462,2,50,10,330.0
10108563SOUSAB_2026-03-31_G38,10108563SOUSAB,2026-03-31,117821,1,20,0,138.0
10108563SOUSAB_2026-03-31_G39,10108563SOUSAB,2026-03-31,142093,1,20,0,512.0
10108563SOUSAB_2026-03-31_G40,10108563SOUSAB,2026-03-31,141456,1,28,0,937.0
10108563SOUSAB_2026-03-31_G41,10108563SOUSAB,2026-03-31,141456,1,25,0,414.0
10108563SOUSAB_2026-03-31_G42,10108563SOUSAB,2026-03-31,108794,1,23,0,430.0
10108563SOUSAB_2026-03-31_G43,10108563SOUSAB,2026-03-31,111418,1,50,0,463.0
10108768MARCOLINOA_2025-02-06_G02,10108768MARCOLINOA,2025-02-06,122984,1,24,0,34.0
10108768MARCOLINOA_2025-02-06_G03,10108768MARCOLINOA,2025-02-06,122185,1,50,0,504.0
10108768MARCOLINOA_2025-02-06_G04,10108768MARCOLINOA,2025-02-06,123560,1,1,0,64.0
10108768MARCOLINOA_2025-02-06_G05,10108768MARCOLINOA,2025-02-06,124247,1,24,0,415.0
10108768MARCOLINOA_2025-02-06_G06,10108768MARCOLINOA,2025-02-06,120339,1,16,0,227.0
10108768MARCOLINOA_2025-02-06_G07,10108768MARCOLINOA,2025-02-06,124511,1,40,0,520.0
10108768MARCOLINOA_2025-02-06_G08,10108768MARCOLINOA,2025-02-06,123345,1,12,0,150.0
10108768MARCOLINOA_2025-02-06_G09,10108768MARCOLINOA,2025-02-06,121651,1,20,0,331.0
10108768MARCOLINOA_2025-02-06_G10,10108768MARCOLINOA,2025-02-06,123344,1,12,0,665.0
10108768MARCOLINOA_2025-02-06_G11,10108768MARCOLINOA,2025-02-06,122988,1,16,0,277.0
10108768MARCOLINOA_2025-02-06_G12,10108768MARCOLINOA,2025-02-06,124371,1,4,0,193.0
10108768MARCOLINOA_2025-02-06_G13,10108768MARCOLINOA,2025-02-06,121760,1,20,0,301.0
10108768MARCOLINOA_2025-02-06_G14,10108768MARCOLINOA,2025-02-06,123857,1,2,0,274.0
10108768MARCOLINOA_2025-02-06_G15,10108768MARCOLINOA,2025-02-06,121651,2,10,11,296.0
10108768MARCOLINOA_2025-02-06_G16,10108768MARCOLINOA,2025-02-06,122553,1,89,0,1982.0
10108768MARCOLINOA_2025-02-06_G17,10108768MARCOLINOA,2025-02-06,124248,1,15,0,132.0
10108768MARCOLINOA_2025-02-13_G02,10108768MARCOLINOA,2025-02-13,122647,1,48,0,753.0
10108768MARCOLINOA_2025-02-13_G03,10108768MARCOLINOA,2025-02-13,123909,1,8,0,326.0
10108768MARCOLINOA_2025-02-13_G04,10108768MARCOLINOA,2025-02-13,124486,1,12,0,185.0
10108768MARCOLINOA_2025-02-13_G05,10108768MARCOLINOA,2025-02-13,123909,1,8,0,161.0
10108768MARCOLINOA_2025-02-13_G06,10108768MARCOLINOA,2025-02-13,123343,1,4,0,140.0
10108768MARCOLINOA_2025-02-13_G07,10108768MARCOLINOA,2025-02-13,123345,1,2,0,77.0
10108768MARCOLINOA_2025-02-13_G08,10108768MARCOLINOA,2025-02-13,122962,1,27,0,426.0
10108768MARCOLINOA_2025-02-13_G09,10108768MARCOLINOA,2025-02-13,122962,1,21,0,284.0
10108768MARCOLINOA_2025-02-13_G10,10108768MARCOLINOA,2025-02-13,120028,1,52,0,1006.0
10108768MARCOLINOA_2025-02-13_G11,10108768MARCOLINOA,2025-02-13,122196,1,2,0,84.0
10108768MARCOLINOA_2025-02-13_G12,10108768MARCOLINOA,2025-02-13,120389,1,40,0,493.0
10108768MARCOLINOA_2025-02-13_G13,10108768MARCOLINOA,2025-02-13,123909,1,2,0,105.0
10108768MARCOLINOA_2025-02-13_G14,10108768MARCOLINOA,2025-02-13,124248,1,100,0,2857.0
10108768MARCOLINOA_2025-02-13_G16,10108768MARCOLINOA,2025-02-13,124433,1,22,0,1104.0
10108768MARCOLINOA_2025-02-13_G17,10108768MARCOLINOA,2025-02-13,122962,1,14,0,137.0
10108768MARCOLINOA_2025-02-13_G18,10108768MARCOLINOA,2025-02-13,122671,1,12,0,134.0
10108768MARCOLINOA_2025-02-13_G19,10108768MARCOLINOA,2025-02-13,123909,1,7,0,145.0
10108768MARCOLINOA_2025-02-13_G20,10108768MARCOLINOA,2025-02-13,120028,1,10,0,146.0
10108768MARCOLINOA_2025-02-13_G21,10108768MARCOLINOA,2025-02-13,122673,1,12,0,298.0
10108768MARCOLINOA_2025-02-13_G22,10108768MARCOLINOA,2025-02-13,122647,1,17,0,351.0
10108768MARCOLINOA_2025-02-13_G23,10108768MARCOLINOA,2025-02-13,124486,1,20,0,200.0
10108768MARCOLINOA_2025-02-13_G24,10108768MARCOLINOA,2025-02-13,123822,1,11,0,276.0
10108768MARCOLINOA_2025-02-18_G02,10108768MARCOLINOA,2025-02-18,122673,1,33,0,206.0
10108768MARCOLINOA_2025-02-18_G03,10108768MARCOLINOA,2025-02-18,122962,1,8,0,113.0
10108768MARCOLINOA_2025-02-18_G04,10108768MARCOLINOA,2025-02-18,124486,1,5,0,321.0
10108768MARCOLINOA_2025-02-27_G02,10108768MARCOLINOA,2025-02-27,122981,1,4,0,48.0
10108768MARCOLINOA_2025-02-27_G03,10108768MARCOLINOA,2025-02-27,124248,1,8,0,203.0
10108768MARCOLINOA_2025-02-27_G04,10108768MARCOLINOA,2025-02-27,122984,1,40,0,1373.0
10108768MARCOLINOA_2025-02-27_G05,10108768MARCOLINOA,2025-02-27,124476,1,2,0,1530.0
10108768MARCOLINOA_2025-02-27_G06,10108768MARCOLINOA,2025-02-27,124475,1,2,0,71.0
10108768MARCOLINOA_2025-02-27_G07,10108768MARCOLINOA,2025-02-27,122962,1,4,0,88.0
10108768MARCOLINOA_2025-02-27_G08,10108768MARCOLINOA,2025-02-27,123907,1,8,0,68.0
10108768MARCOLINOA_2025-02-27_G09,10108768MARCOLINOA,2025-02-27,121651,1,10,0,440.0
10108768MARCOLINOA_2025-02-27_G10,10108768MARCOLINOA,2025-02-27,122962,1,32,0,2005.0
10108768MARCOLINOA_2025-02-27_G11,10108768MARCOLINOA,2025-02-27,"122647, 124476, 124475",3,64,27,635.0
10108768MARCOLINOA_2025-02-27_G12,10108768MARCOLINOA,2025-02-27,"124476, 124475",2,4,7,122.0
10108768MARCOLINOA_2025-02-27_G13,10108768MARCOLINOA,2025-02-27,124370,1,40,0,1043.0
10108768MARCOLINOA_2025-02-27_G14,10108768MARCOLINOA,2025-02-27,122962,1,12,0,425.0
10108768MARCOLINOA_2025-02-27_G15,10108768MARCOLINOA,2025-02-27,122673,1,16,0,409.0
10108768MARCOLINOA_2025-02-27_G16,10108768MARCOLINOA,2025-02-27,122673,1,60,0,1200.0
10108768MARCOLINOA_2025-02-27_G17,10108768MARCOLINOA,2025-02-27,122185,1,80,0,544.0
10108768MARCOLINOA_2025-02-27_G18,10108768MARCOLINOA,2025-02-27,122984,1,13,0,108.0
10108768MARCOLINOA_2025-02-27_G19,10108768MARCOLINOA,2025-02-27,122962,1,25,0,1007.0
10108768MARCOLINOA_2025-02-27_G20,10108768MARCOLINOA,2025-02-27,122673,1,40,0,646.0
10108768MARCOLINOA_2025-02-27_G21,10108768MARCOLINOA,2025-02-27,122647,1,30,0,249.0
10108768MARCOLINOA_2025-02-27_G22,10108768MARCOLINOA,2025-02-27,122984,1,40,0,645.0
10108768MARCOLINOA_2025-02-27_G23,10108768MARCOLINOA,2025-02-27,124475,1,16,0,306.0
10108768MARCOLINOA_2025-02-27_G24,10108768MARCOLINOA,2025-02-27,124475,1,4,0,57.0
10108768MARCOLINOA_2025-02-27_G25,10108768MARCOLINOA,2025-02-27,124475,2,4,27,161.0
10108768MARCOLINOA_2025-02-27_G26,10108768MARCOLINOA,2025-02-27,124475,1,2,0,41.0
10108768MARCOLINOA_2025-02-27_G27,10108768MARCOLINOA,2025-02-27,124475,1,8,0,108.0
10108768MARCOLINOA_2025-02-27_G28,10108768MARCOLINOA,2025-02-27,124475,1,4,0,457.0
10108768MARCOLINOA_2025-02-27_G29,10108768MARCOLINOA,2025-02-27,123153,1,2,0,69.0
10108768MARCOLINOA_2025-02-27_G30,10108768MARCOLINOA,2025-02-27,124475,1,2,0,128.0
10108768MARCOLINOA_2025-02-27_G31,10108768MARCOLINOA,2025-02-27,123907,1,8,0,189.0
10108768MARCOLINOA_2025-02-27_G32,10108768MARCOLINOA,2025-02-27,124475,1,16,0,239.0
10108768MARCOLINOA_2025-02-27_G33,10108768MARCOLINOA,2025-02-27,124475,1,2,0,198.0
